bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,grade,sqft_above,sqft_basement,yr_renovated,lat,sqft_living15,sqft_lot15,price
3.0,2.25,1590.0,9960.0,1.0,0.0,0.0,2.0,1060.0,530.0,0.0,47.5717,1860.0,9760.0,434975
3.0,2.5,1810.0,4592.0,2.0,0.0,0.0,3.0,1810.0,0.0,0.0,47.5764,1810.0,4758.0,513000
3.0,1.75,1900.0,7620.0,1.0,0.0,0.0,3.0,1900.0,0.0,0.0,47.7455,1710.0,11407.0,360000
3.0,1.0,1250.0,8000.0,1.0,0.0,0.0,2.0,1250.0,0.0,0.0,47.5065,1040.0,6973.0,234900
4.0,3.5,3280.0,6603.0,2.0,0.0,0.0,3.0,3280.0,0.0,0.0,47.5642,3280.0,7333.0,963000
2.0,1.5,870.0,7620.0,1.0,0.0,0.0,2.0,870.0,0.0,0.0,47.6509,2090.0,4800.0,595000
4.0,3.25,3570.0,14408.0,2.0,0.0,2.0,3.0,3570.0,0.0,0.0,47.536,4100.0,14577.0,942500
4.0,3.25,3780.0,11200.0,2.0,0.0,0.0,4.0,3780.0,0.0,0.0,47.521,3720.0,11813.0,1029000
3.0,1.0,1190.0,3600.0,1.4907683290187075,0.0,0.0,1.0,1190.0,0.0,0.0,47.5985,1840.0,7620.0,350000
4.0,2.0,2280.0,39848.0,2.0,0.0,0.0,3.0,2280.0,0.0,0.0,47.5003,1900.0,38472.0,416500
3.0,1.0,1030.0,60720.0,1.5,0.0,0.0,1.0,1030.0,0.0,0.0,47.375,1330.0,10342.0,209900
3.0,1.75,2870.0,5000.0,1.5,0.0,0.0,3.0,1840.0,1030.0,0.0,47.5788,2200.0,5000.0,802000
4.0,1.5,1520.0,8800.0,1.0,0.0,0.0,2.0,1520.0,0.0,0.0,47.3136,1370.0,7620.0,230000
3.0,3.0,3700.0,10375.0,1.4907683290187075,0.0,0.0,3.0,3700.0,0.0,0.0,47.4286,2130.0,9132.0,489000
3.0,2.25,2240.0,28750.0,1.0,0.0,0.0,3.0,1620.0,620.0,0.0,47.7137,3200.0,23873.0,497000
3.0,2.25,1920.0,7738.0,1.0,0.0,0.0,3.0,1520.0,400.0,0.0,47.4562,2170.0,8452.0,250000
3.0,3.0,2560.0,3600.0,2.0,0.0,0.0,3.0,2110.0,450.0,0.0,47.633,2160.0,3600.0,925000
4.0,2.5,1840.0,15496.0,2.0,0.0,0.0,3.0,1840.0,0.0,0.0,47.4683,1840.0,15040.0,390000
3.0,2.75,2080.0,9600.0,1.0,0.0,0.0,2.0,2080.0,0.0,0.0,47.7698,2220.0,9600.0,415000
3.0,2.0,1600.0,9638.0,1.0,0.0,0.0,2.0,1600.0,0.0,0.0,47.5753,1800.0,11400.0,785000
3.0,2.0,2168.0,4000.0,1.4907683290187075,0.0,0.0,3.0,2168.0,0.0,0.0,47.6561,1770.0,4000.0,575000
2.0,1.0,860.0,8636.0,1.0,0.0,0.0,1.0,860.0,0.0,0.0,47.5081,1100.0,8636.0,170000
4.0,1.75,2100.0,3400.0,1.0,0.0,0.0,2.0,1560.0,1000.0,0.0,47.6429,1890.0,3771.0,750000
3.0,1.0,1140.0,9639.0,1.0,0.0,0.0,2.0,1140.0,0.0,0.0,47.3112,1140.0,9639.0,230000
3.0,2.25,3090.0,35074.0,2.0,0.0,0.0,3.0,3090.0,0.0,0.0,47.6359,3120.0,35150.0,855000
3.0,1.0,1330.0,45738.0,2.0,0.0,0.0,1.0,1330.0,0.0,0.0,47.43600000000001,1490.0,7620.0,235000
2.0,1.0,1360.0,69260.0,1.0,0.0,0.0,1.0,1360.0,0.0,0.0,47.5229,1460.0,69260.0,335000
5.0,3.0,1910.0,18129.0,2.0,0.0,0.0,3.0,2540.0,880.0,1,47.5333,3750.0,16316.0,1195000
4.0,2.0,2180.0,6000.0,1.5,0.0,0.0,3.0,2060.0,120.0,0.0,47.5958,1840.0,4500.0,677000
3.0,2.0,1800.0,5000.0,2.0,0.0,0.0,2.0,1600.0,200.0,0.0,47.5447,1640.0,5000.0,575000
2.0,1.0,1120.0,4590.0,1.4907683290187075,0.0,0.0,2.0,1120.0,0.0,0.0,47.5663,1120.0,5100.0,450000
3.0,2.5,2980.0,7202.0,1.4907683290187075,0.0,0.0,3.0,2980.0,0.0,0.0,47.6769,2430.0,7280.0,817250
4.0,2.25,2600.0,28600.0,1.0,0.0,0.0,3.0,1560.0,790.0,0.0,47.7757,2580.0,26950.0,440000
2.0,2.0,1550.0,2400.0,1.5,0.0,0.0,2.0,1550.0,0.0,0.0,47.653999999999996,1180.0,1224.0,526000
3.0,2.25,3330.0,15258.0,2.0,0.0,0.0,3.0,3330.0,0.0,0.0,47.7262,3360.0,14850.0,762500
4.0,2.5,2200.0,7719.0,2.0,0.0,0.0,3.0,2200.0,0.0,0.0,47.3649,2460.0,7348.0,325000
4.0,3.5,3840.0,85728.0,2.0,0.0,0.0,4.0,3840.0,0.0,0.0,47.615,2430.0,42643.0,840000
2.0,1.0,840.0,4500.0,1.0,0.0,0.0,1.0,1560.0,0.0,0,47.5441,1300.0,5000.0,377500
3.0,1.5,1270.0,7128.0,1.0,0.0,0.0,1.0,1270.0,0.0,0.0,47.422,1270.0,7986.0,212500
4.0,2.5,3240.0,7620.0,2.0,0.0,0.0,3.0,3240.0,0.0,0.0,47.718999999999994,3010.0,23650.0,749400
3.0,2.5,2480.0,37843.0,1.5,1.0,3.0,3.0,2480.0,0.0,0.0,47.4003,2350.0,42122.0,663000
3.0,2.25,4470.0,22518.0,2.0,0.0,2.0,3.0,3240.0,1230.0,1,47.574,2930.0,21837.0,1476000
3.0,1.0,1780.0,7800.0,1.4907683290187075,0.0,0.0,2.0,1060.0,720.0,0.0,47.4932,1450.0,7800.0,261000
4.0,2.5,1850.0,7620.0,2.0,0.0,0.0,3.0,1850.0,0.0,0.0,47.735,2080.0,8711.0,515000
3.0,2.25,1910.0,16921.0,2.0,0.0,0.0,3.0,2200.0,293.1881173594132,0.0,47.3727,2060.0,16921.0,410000
3.0,2.25,2760.0,7620.0,1.0,0.0,0.0,3.0,2760.0,0.0,0.0,47.4504,2760.0,9600.0,336000
2.0,1.0,1090.0,4128.0,1.0,0.0,0.0,2.0,1090.0,0.0,0.0,47.696000000000005,1090.0,5413.0,440000
4.0,2.75,3090.0,6200.0,2.0,0.0,0.0,3.0,1560.0,0.0,0.0,47.5538,2890.0,10108.0,908950
3.0,1.0,820.0,3700.0,1.0,0.0,0.0,2.0,820.0,0.0,0.0,47.588,1750.0,9000.0,554000
3.0,2.25,1445.0,1606.0,2.0,0.0,0.0,2.0,1300.0,145.0,0,47.5348,1410.0,1286.0,387000
4.0,2.25,1810.0,9240.0,2.0,0.0,0.0,2.5,1810.0,0.0,0.0,47.4362,1660.0,9240.0,268643
3.0,1.75,1620.0,5000.0,1.0,0.0,0.0,2.0,920.0,700.0,0.0,47.681000000000004,1610.0,5000.0,514000
2.0,1.75,1060.0,4182.0,2.0,0.0,0.0,2.0,1060.0,0.0,0.0,47.6787,1760.0,4590.0,420000
3.0,1.75,1050.0,9871.0,1.0,0.0,0.0,2.0,1050.0,293.1881173594132,0.0,47.3816,1300.0,10794.0,199000
3.0,1.0,1010.0,15701.0,1.0,0.0,0.0,2.0,1010.0,0.0,0.0,47.4518,1260.0,9800.0,225000
4.0,2.25,2050.0,7620.0,2.0,0.0,0.0,3.0,2050.0,0.0,0.0,47.196000000000005,1970.0,8448.0,320000
2.0,1.0,970.0,7620.0,1.0,0.0,0.0,1.0,970.0,0.0,0.0,47.4025,1500.0,12541.0,204995
3.0,2.0,1540.0,1827.0,2.0,0.0,0.0,2.5,1540.0,0.0,0,47.5479,1560.0,2058.0,376000
4.0,2.75,3000.0,6222.0,2.0,0.0,0.0,3.0,3000.0,0.0,0.0,47.5582,3340.0,7222.0,705000
4.0,2.5,3190.0,7869.0,2.0,0.0,2.0,3.0,3190.0,0.0,0.0,47.5317,2630.0,6739.0,725995
4.0,2.5,1870.0,8190.0,1.0,0.0,0.0,2.0,1100.0,770.0,0.0,47.4521,1590.0,7620.0,285000
4.0,2.5,2200.0,9397.0,2.0,0.0,0.0,3.0,2200.0,0.0,0.0,47.3406,2310.0,9176.0,285000
4.0,2.5,3070.0,5936.0,2.0,0.0,0.0,3.0,3070.0,0.0,0.0,47.5717,3160.0,5936.0,731000
4.0,3.75,3730.0,17000.0,2.0,0.0,3.0,3.0,2820.0,293.1881173594132,0.0,47.5355,3880.0,15550.0,1564350
4.0,2.25,2440.0,10423.0,1.0,0.0,0.0,2.0,1560.0,0.0,1,47.725,1990.0,7758.0,510000
2.0,1.0,1910.0,4332.0,1.0,0.0,0.0,2.0,990.0,0.0,0,47.6528,1920.0,3420.0,620000
3.0,4.0,4160.0,31796.0,2.0,0.0,0.0,4.0,4160.0,0.0,0.0,47.6635,4300.0,36192.0,1110000
4.0,3.5,3670.0,4960.0,2.0,0.0,0.0,3.0,2870.0,293.1881173594132,0.0,47.7022,1520.0,6335.0,796000
3.0,1.5,910.0,25500.0,1.0,0.0,0.0,1.0,910.0,0.0,0,47.4565,1580.0,10019.0,255000
3.0,2.5,1940.0,4000.0,2.0,0.0,0.0,3.0,1940.0,0.0,0.0,47.659,1410.0,4000.0,807000
4.0,2.5,1780.0,6000.0,2.0,0.0,0.0,3.0,1780.0,0.0,0.0,47.3774,2650.0,6000.0,315000
3.0,2.25,2200.0,7355.0,2.0,0.0,0.0,3.0,2200.0,0.0,0.0,47.7266,2290.0,7868.0,637000
4.0,4.25,6410.0,43838.0,2.5,0.0,2.0,4.0,5610.0,800.0,0.0,47.5717,2270.0,6630.0,2725000
3.0,2.0,2070.0,10023.0,1.0,0.0,0.0,3.0,1220.0,850.0,0.0,47.6492,2130.0,9694.0,490000
3.0,1.75,2040.0,7281.0,1.0,0.0,0.0,2.0,1020.0,1020.0,0.0,47.4681,1740.0,7527.0,253000
4.0,2.5,2320.0,6270.0,2.0,0.0,0.0,3.0,2320.0,0.0,0.0,47.3501,2150.0,7620.0,325900
2.0,2.0,1440.0,7620.0,1.0,0.0,0.0,2.0,870.0,570.0,0.0,47.5513,2020.0,7642.0,425000
4.0,2.5,1700.0,6675.0,2.0,0.0,0.0,2.0,1700.0,0.0,0.0,47.3638,1570.0,7540.0,215000
4.0,2.5,1910.0,6675.0,2.0,0.0,0.0,2.0,1700.0,0.0,0.0,47.5717,1570.0,7540.0,315000
3.0,2.0,2050.0,3933.0,1.0,0.0,0.0,2.5,1180.0,870.0,1,47.6436,1940.0,4000.0,724800
2.0,1.0,800.0,6500.0,1.0,0.0,0.0,1.0,800.0,0.0,0.0,47.5717,1220.0,7000.0,295000
3.0,1.75,1800.0,7620.0,1.0,0.0,0.0,3.0,1350.0,450.0,0.0,47.7165,1770.0,7620.0,509007
5.0,2.0,1460.0,7620.0,1.5,0.0,0.0,1.0,1460.0,0.0,0,47.3714,2250.0,6059.0,306000
3.0,1.75,1290.0,7210.0,1.0,0.0,0.0,2.0,1290.0,0.0,0.0,47.2889,1350.0,7509.0,205000
3.0,1.5,1900.0,9737.0,1.0,0.0,0.0,2.0,1200.0,700.0,0.0,47.4125,1670.0,9737.0,275000
3.0,1.75,1480.0,7000.0,1.0,0.0,2.0,3.0,1480.0,0.0,0.0,47.6018,1850.0,7620.0,685000
4.0,2.5,2090.0,12833.0,1.0,0.0,0.0,2.0,1220.0,870.0,0.0,47.7266,1840.0,11200.0,465000
4.0,2.25,1950.0,9800.0,1.0,0.0,0.0,3.0,1330.0,620.0,0.0,47.666000000000004,2170.0,9800.0,560000
3.0,2.25,1250.0,9605.0,1.0,0.0,0.0,2.0,1250.0,0.0,0.0,47.6325,1570.0,9605.0,458500
3.0,1.0,990.0,7590.0,1.0,0.0,0.0,1.0,990.0,0.0,0.0,47.6228,1100.0,7590.0,354000
3.0,2.5,2740.0,7923.0,2.0,0.0,0.0,3.0,2740.0,0.0,0.0,47.4349,2740.0,7620.0,441000
3.0,1.75,1260.0,10488.0,1.0,0.0,0.0,2.0,1560.0,150.0,0.0,47.5417,1540.0,9120.0,194000
4.0,2.5,2150.0,6807.0,2.0,0.0,0.0,3.0,1560.0,0.0,0,47.4053,1910.0,7240.0,316500
3.0,1.75,1750.0,3250.0,1.5,0.0,0.0,2.0,1560.0,520.0,0.0,47.6807,1480.0,3600.0,524950
3.0,2.25,2880.0,6092.0,2.0,0.0,4.0,3.0,1920.0,960.0,0.0,47.5878,2880.0,5308.0,1052000
4.0,2.25,2590.0,13894.0,2.0,0.0,0.0,3.0,1560.0,0.0,0.0,47.6351,2720.0,13894.0,925000
3.0,1.75,2430.0,4524.0,1.5,0.0,0.0,2.0,1830.0,600.0,0.0,47.674,1610.0,4100.0,780000
2.0,2.0,1470.0,3128.0,2.0,0.0,0.0,1.0,1470.0,0.0,0.0,47.349,1180.0,2576.0,241000
3.0,2.75,2020.0,10744.0,1.0,0.0,0.0,2.0,1560.0,293.1881173594132,0.0,47.4403,2020.0,11069.0,519000
3.0,1.0,610.0,4000.0,1.0,0.0,0.0,1.0,610.0,0.0,0.0,47.5469,870.0,7620.0,286000
3.0,2.0,1910.0,17800.0,1.0,0.0,0.0,3.0,1500.0,1500.0,0.0,47.5717,2400.0,8300.0,400000
2.0,1.0,920.0,43560.0,1.0,0.0,0.0,1.0,920.0,0.0,0.0,47.5245,1530.0,11875.0,255000
3.0,1.75,1910.0,7754.0,1.0,0.0,0.0,1.0,1070.0,0.0,0.0,47.5079,950.0,7740.0,152000
4.0,2.0,3410.0,15143.0,2.0,0.0,0.0,3.0,3410.0,0.0,1,47.6709,2350.0,25936.0,599000
4.0,2.5,1820.0,7620.0,2.0,0.0,0.0,2.5,1820.0,0.0,0.0,47.7346,1820.0,3863.0,330000
2.0,1.0,1060.0,7193.0,1.0,0.0,0.0,2.0,1060.0,0.0,0.0,47.7102,1980.0,7560.0,461000
5.0,2.5,3070.0,34991.0,2.0,0.0,0.0,3.0,3070.0,0.0,0.0,47.4721,2150.0,19515.0,620000
4.0,2.5,2300.0,219106.0,1.0,0.0,0.0,2.0,1840.0,460.0,0.0,47.4044,2120.0,123710.0,352500
3.0,2.0,1610.0,6911.0,1.0,0.0,0.0,2.0,1260.0,350.0,0,47.7188,1630.0,6911.0,435000
5.0,2.75,2830.0,5310.0,2.0,0.0,0.0,3.0,2830.0,0.0,0.0,47.7074,3150.0,6581.0,725000
3.0,1.0,970.0,12300.0,1.4907683290187075,0.0,0.0,2.0,970.0,0.0,0.0,47.7335,2040.0,9994.0,300000
3.0,2.5,1910.0,8284.0,2.0,0.0,0.0,2.0,1680.0,0.0,0.0,47.3609,1840.0,7620.0,252000
4.0,2.75,2040.0,8996.0,1.0,0.0,0.0,3.0,1260.0,780.0,0.0,47.666000000000004,2470.0,9180.0,464625
3.0,1.0,1450.0,9586.0,2.0,0.0,0.0,2.0,1450.0,0.0,0.0,47.7443,1500.0,8592.0,340000
4.0,2.25,2870.0,6280.0,1.5,0.0,0.0,3.0,1980.0,890.0,0.0,47.6329,1840.0,4760.0,1325000
5.0,2.0,1870.0,13970.0,1.0,0.0,0.0,2.0,1120.0,750.0,0.0,47.5243,1860.0,13970.0,455000
4.0,3.5,2490.0,18042.0,2.0,0.0,0.0,2.5,2490.0,0.0,0.0,47.4161,1960.0,21107.0,495000
4.0,2.5,3350.0,4501.0,2.0,0.0,0.0,3.0,2640.0,710.0,0.0,47.688,1000.0,4500.0,925000
3.0,2.75,3190.0,8737.0,2.0,0.0,0.0,3.0,3190.0,0.0,0.0,47.523,3240.0,7131.0,587000
3.0,1.75,1560.0,5520.0,1.0,0.0,0.0,1.0,780.0,780.0,0,47.6515,1470.0,6000.0,524000
4.0,2.5,2750.0,4800.0,2.0,0.0,0.0,3.0,1960.0,790.0,1,47.6709,2400.0,5300.0,1030000
3.0,1.0,920.0,2332.0,1.0,0.0,0.0,3.0,920.0,0.0,0.0,47.3779,1310.0,2853.0,176000
2.0,1.0,1140.0,5500.0,1.0,0.0,0.0,1.0,1140.0,0.0,0.0,47.5187,1110.0,5500.0,249900
3.0,2.5,2520.0,53143.0,1.5,0.0,0.0,2.0,2520.0,0.0,0.0,47.743,2020.0,56628.0,499500
3.0,3.5,3150.0,10542.0,1.0,0.0,0.0,3.0,1620.0,1530.0,0,47.7469,3150.0,7620.0,600000
4.0,2.5,2040.0,7800.0,2.0,0.0,0.0,2.0,2040.0,0.0,0.0,47.473,1860.0,10954.0,294000
4.0,2.0,1780.0,19843.0,1.0,0.0,0.0,2.0,1780.0,0.0,0.0,47.4414,2210.0,13500.0,272000
3.0,2.5,2240.0,10800.0,2.0,0.0,0.0,2.5,2240.0,0.0,0.0,47.7433,1900.0,9900.0,390000
4.0,2.5,3270.0,9650.0,1.0,0.0,3.0,3.0,2320.0,950.0,0.0,47.409,2340.0,17357.0,700000
5.0,2.75,3110.0,6621.0,2.0,0.0,0.0,2.5,3110.0,0.0,0.0,47.543,3550.0,7953.0,635000
4.0,1.5,1850.0,3600.0,2.0,0.0,0.0,3.0,1660.0,190.0,0.0,47.6376,1970.0,3600.0,920000
3.0,1.75,1570.0,8530.0,1.4907683290187075,0.0,0.0,2.0,1190.0,380.0,0.0,47.6881,1530.0,8708.0,500000
2.0,1.0,750.0,4515.0,1.0,0.0,0.0,1.0,750.0,0.0,0.0,47.5198,1020.0,5000.0,263500
4.0,2.25,2240.0,9990.0,2.0,0.0,0.0,3.0,2240.0,0.0,0.0,47.5516,2600.0,11480.0,975000
3.0,2.5,1870.0,3485.0,2.0,0.0,0.0,3.0,1870.0,0.0,0.0,47.5717,1940.0,3485.0,575000
4.0,2.5,2683.0,40386.0,2.0,0.0,0.0,3.0,2683.0,0.0,0.0,47.6982,2683.0,34800.0,822000
3.0,1.0,1490.0,7200.0,1.0,0.0,0.0,2.0,1490.0,0.0,0.0,47.7276,1280.0,7200.0,300000
3.0,2.25,2340.0,7620.0,2.0,0.0,0.0,3.0,2340.0,0.0,0.0,47.7325,2200.0,12403.0,487600
4.0,2.0,1700.0,8640.0,1.0,0.0,0.0,2.0,850.0,850.0,0,47.5774,1620.0,9000.0,500000
2.0,2.0,1450.0,989.0,3.0,0.0,0.0,3.0,1450.0,0.0,0.0,47.6354,1490.0,1240.0,680000
3.0,2.5,3310.0,21096.0,2.0,0.0,2.0,3.0,3310.0,0.0,0,47.3049,3310.0,13835.0,419000
4.0,1.75,1520.0,5250.0,1.0,0.0,0.0,1.0,1520.0,0.0,0.0,47.6581,1530.0,5250.0,450000
5.0,1.75,1260.0,4500.0,1.5,0.0,0.0,2.0,1260.0,0.0,0.0,47.6452,1410.0,4388.0,650000
3.0,1.75,1840.0,8086.0,1.0,0.0,0.0,3.0,1840.0,0.0,0.0,47.67,1840.0,8060.0,550000
4.0,2.0,1750.0,5202.0,1.0,0.0,1.0,1.0,1070.0,680.0,0.0,47.5677,2090.0,5400.0,330000
4.0,1.0,1450.0,32234.0,1.5,0.0,0.0,1.0,1450.0,0.0,0.0,47.3818,1530.0,10125.0,282510
4.0,4.0,6330.0,13296.0,2.0,0.0,2.0,4.0,4900.0,1430.0,0.0,47.6488,2200.0,9196.0,2385000
2.0,2.0,1260.0,10200.0,1.0,0.0,0.0,2.0,1020.0,240.0,0.0,47.2593,1560.0,10200.0,230000
4.0,1.75,2100.0,6613.0,2.0,0.0,0.0,3.0,2100.0,0.0,1,47.567,1630.0,5750.0,750000
4.0,2.5,2430.0,5366.0,2.0,0.0,0.0,2.5,2430.0,0.0,0.0,47.3352,2100.0,5414.0,321000
4.0,3.25,4250.0,18000.0,2.0,0.0,3.0,2.5,1560.0,900.0,0.0,47.5612,3790.0,14537.0,2196000
4.0,2.0,1830.0,10416.0,1.0,0.0,0.0,2.5,1370.0,460.0,0.0,47.4878,1830.0,9271.0,245000
2.0,1.0,1310.0,7620.0,1.0,0.0,0.0,1.0,1310.0,0.0,0.0,47.6854,1550.0,4000.0,510000
4.0,3.25,3090.0,9571.0,2.0,0.0,0.0,3.0,2370.0,720.0,0.0,47.7058,3630.0,9110.0,751000
4.0,2.5,2560.0,36601.0,2.0,0.0,0.0,3.0,2560.0,0.0,0.0,47.5851,1840.0,7620.0,675000
3.0,1.75,1930.0,13350.0,1.0,0.0,0.0,3.0,1930.0,293.1881173594132,0.0,47.3317,2270.0,13350.0,295000
3.0,1.0,1460.0,6000.0,1.0,0.0,0.0,2.0,1260.0,200.0,0.0,47.7009,1580.0,6380.0,312000
3.0,3.0,1910.0,13129.0,2.0,0.0,0.0,2.5,2560.0,900.0,0.0,47.7315,3460.0,12568.0,730000
5.0,3.5,3290.0,5880.0,2.0,0.0,0.0,3.0,2670.0,620.0,0.0,47.7067,3090.0,5680.0,762500
3.0,1.0,820.0,7680.0,1.5,0.0,0.0,1.0,820.0,0.0,0.0,47.528,1470.0,6912.0,150000
3.0,1.0,1480.0,7374.0,1.0,0.0,0.0,1.0,760.0,720.0,0.0,47.7775,1480.0,8934.0,270000
4.0,2.0,1420.0,9301.0,1.0,0.0,0.0,2.0,1420.0,0.0,0.0,47.6325,1530.0,8075.0,400000
3.0,2.5,2790.0,6720.0,2.0,0.0,0.0,3.0,2790.0,0.0,0.0,47.5958,2620.0,6720.0,650000
2.0,1.5,1390.0,5000.0,1.0,0.0,0.0,3.0,970.0,293.1881173594132,0.0,47.5673,1610.0,5000.0,530000
3.0,1.0,950.0,9400.0,1.0,0.0,0.0,2.0,950.0,0.0,0.0,47.5746,1260.0,9400.0,248000
4.0,3.5,3000.0,5300.0,1.0,0.0,0.0,2.0,1780.0,1220.0,0.0,47.6748,1360.0,5450.0,760000
4.0,1.0,1280.0,10521.0,1.5,0.0,0.0,2.0,1280.0,0.0,0.0,47.4215,1540.0,9384.0,199000
2.0,1.0,870.0,8400.0,1.0,0.0,0.0,2.0,870.0,0.0,0.0,47.4493,1070.0,12465.0,240000
3.0,1.5,1360.0,1795.0,2.0,0.0,0.0,2.0,1360.0,0.0,0.0,47.5717,1840.0,1795.0,415000
3.0,1.0,1000.0,16376.0,1.0,0.0,0.0,2.0,1000.0,0.0,0.0,47.4825,1420.0,16192.0,228000
4.0,2.5,2740.0,12106.0,1.0,0.0,0.0,3.0,1980.0,760.0,0.0,47.7648,2170.0,11156.0,525000
3.0,1.75,1560.0,5223.0,1.0,0.0,0.0,2.0,810.0,750.0,0.0,47.7175,1440.0,8491.0,399950
4.0,2.5,2590.0,8571.0,2.0,0.0,0.0,3.0,2590.0,0.0,0.0,47.691,2360.0,8155.0,781000
3.0,2.5,1850.0,1330.0,2.5,0.0,0.0,3.0,1560.0,290.0,0.0,47.6831,1810.0,2071.0,827000
5.0,2.25,2500.0,8621.0,1.5,0.0,0.0,2.0,2500.0,0.0,0.0,47.7379,1980.0,7395.0,525000
4.0,2.5,3280.0,5232.0,2.0,0.0,0.0,2.0,3280.0,0.0,0.0,47.6798,2600.0,5080.0,671300
2.0,1.0,670.0,2378.0,1.0,0.0,0.0,1.0,670.0,0.0,0.0,47.5717,700.0,2970.0,175000
5.0,2.25,2890.0,22547.0,1.0,0.0,0.0,3.0,2150.0,293.1881173594132,0.0,47.5476,3010.0,17809.0,1100000
5.0,2.5,3000.0,10560.0,1.0,0.0,0.0,3.0,1500.0,1500.0,0.0,47.6249,1840.0,11616.0,800000
4.0,2.5,1920.0,4600.0,2.0,0.0,0.0,2.0,1920.0,0.0,0.0,47.3795,2200.0,6600.0,329950
4.0,3.25,1960.0,7200.0,2.0,0.0,0.0,2.0,1960.0,0.0,0.0,47.7291,1980.0,7529.0,445000
3.0,1.75,2000.0,12208.0,1.0,0.0,0.0,2.0,1140.0,860.0,0.0,47.3752,1060.0,7620.0,237000
6.0,4.0,3600.0,6224.0,2.0,0.0,0.0,3.0,2610.0,990.0,1,47.6531,1430.0,6224.0,1112500
4.0,2.5,2740.0,5700.0,2.0,0.0,0.0,3.0,2740.0,0.0,0,47.3535,3010.0,5281.0,438900
9.0,4.5,1910.0,5000.0,2.0,0.0,0.0,3.0,2530.0,1120.0,1,47.6604,2510.0,7620.0,1280000
4.0,2.5,2310.0,3866.0,2.0,0.0,0.0,3.0,2310.0,0.0,0.0,47.5498,1950.0,4023.0,600000
4.0,2.5,2095.0,4569.0,2.0,0.0,0.0,3.0,2095.0,0.0,0.0,47.6603,2095.0,4385.0,670000
2.0,2.0,1560.0,4823.0,1.0,0.0,0.0,3.0,1560.0,0.0,0.0,47.5717,1855.0,4989.0,519000
3.0,2.25,1880.0,7350.0,1.0,0.0,0.0,3.0,1390.0,490.0,0.0,47.4457,1910.0,8400.0,320000
2.0,1.5,840.0,867.0,2.0,0.0,0.0,2.0,840.0,0.0,0.0,47.5717,840.0,1322.0,270000
3.0,2.25,2730.0,5832.0,2.0,0.0,0.0,3.0,2730.0,0.0,0,47.6216,2360.0,5832.0,1000000
1.0,1.0,860.0,4800.0,1.0,0.0,0.0,1.0,860.0,0.0,0.0,47.5717,1380.0,7620.0,330000
3.0,2.0,2320.0,10960.0,1.0,0.0,0.0,2.0,1510.0,810.0,0.0,47.6157,2160.0,10960.0,657500
3.0,1.75,1540.0,61419.0,1.0,0.0,0.0,2.0,1540.0,0.0,0.0,47.7663,3790.0,8529.0,450000
3.0,1.0,890.0,6488.0,1.5,0.0,0.0,1.0,890.0,0.0,0.0,47.7087,1330.0,16250.0,150000
4.0,2.5,4290.0,175421.0,2.0,0.0,0.0,3.0,4290.0,0.0,0.0,47.3585,3370.0,63162.0,792500
3.0,2.5,1950.0,13227.0,2.0,0.0,0.0,3.0,1950.0,0.0,0.0,47.7217,2650.0,12943.0,540000
3.0,1.0,1010.0,8848.0,1.0,0.0,0.0,2.0,1560.0,0.0,0.0,47.2742,1380.0,10650.0,229900
4.0,2.5,2830.0,6536.0,1.4907683290187075,0.0,0.0,3.0,2830.0,0.0,0.0,47.3888,2830.0,6872.0,533000
4.0,2.25,1910.0,12560.0,1.0,0.0,0.0,2.5,1560.0,500.0,0.0,47.2918,1700.0,9020.0,239000
3.0,2.5,3370.0,167706.0,1.0,0.0,0.0,3.0,3370.0,0.0,0.0,47.4379,3350.0,213444.0,713900
4.0,2.5,3160.0,8726.0,2.0,0.0,0.0,3.0,3160.0,0.0,0,47.2582,2500.0,8648.0,427500
3.0,1.0,1110.0,7000.0,1.5,0.0,0.0,2.0,1110.0,0.0,0.0,47.754,1800.0,7000.0,302000
3.0,2.5,3830.0,48743.0,2.0,0.0,0.0,4.0,3830.0,293.1881173594132,0.0,47.5663,2950.0,8299.0,1150000
3.0,2.5,1910.0,4270.0,2.0,0.0,0.0,3.0,2650.0,510.0,0.0,47.7453,2720.0,12523.0,555000
3.0,2.25,2100.0,3000.0,2.0,0.0,0.0,2.0,2100.0,0.0,0.0,47.595,1650.0,4500.0,495000
3.0,2.25,2240.0,13288.0,1.0,0.0,0.0,2.0,2240.0,0.0,0.0,47.6762,2150.0,9900.0,495000
2.0,0.75,1060.0,48292.0,1.0,1.0,2.0,1.0,560.0,500.0,0.0,47.4285,750.0,80201.0,340000
4.0,2.25,2350.0,7620.0,1.0,0.0,0.0,3.0,2350.0,0.0,0.0,47.3533,2580.0,36116.0,464950
4.0,2.5,1940.0,7040.0,2.0,0.0,0.0,3.0,1940.0,0.0,0.0,47.2632,2400.0,7145.0,320000
1.0,1.0,1160.0,64469.0,1.0,0.0,0.0,2.0,1560.0,0.0,0.0,47.7433,1580.0,48352.0,440000
3.0,1.5,1840.0,9990.0,2.0,0.0,0.0,3.0,1560.0,0.0,0.0,47.7145,1840.0,12474.0,686000
4.0,1.75,2260.0,11000.0,1.0,0.0,0.0,3.0,1620.0,640.0,0.0,47.6224,1960.0,7620.0,555000
2.0,1.0,840.0,3860.0,1.0,0.0,0.0,1.0,840.0,0.0,0.0,47.6842,1390.0,3860.0,361500
